cry all the way to the bank	6
cry cupboard	2
cry down	4
cry for help	9
cry foul	7
cry in one's beer	7
cry one's eyes out	9
cry oneself to sleep	8
cry someone a river	6
cry the blues	8
cry wolf	10
crying shame	9
crystal clear	10
crystal dick	1
cue up	7
culture hero	4
cum grano salis	2
cup of joe	8
cup of tea	9
curate's egg	3
curb appeal	7
curb crawler	5
curiouser and curiouser	8
curl someone's hair	6
curry favor	7
curtain-raiser	7
cut a dash	5
cut a deal	9
cut a figure	6
cut a rug	7
cut a swath	5
cut a wide swath	6
cut about	3
cut above	5
cut and thrust	4
cut bait	6
cut below	3
cut both ways	8
cut corners	9
cut down	8
cut from the same cloth	7
cut in	8
cut it	9
cut it fine	7
cut loose	8
cut of one's jib	3
cut off one's nose to spite one's face	7
cut one loose	5
cut one's cloth to suit one's purse	4
cut one's coat according to one's cloth	3
cut one's teeth	8
cut out	7
cut red tape	6
cut someone loose	7
cut someone some slack	8
cut swathes	5
cut the cheese	6
cut the cord	7
cut the mustard	6
cut the pigeon wing	2
cut the umbilical cord	9
cut through	7
cut to pieces	6
cut to the chase	8
cut up	7
cut up nasty	2
cut up rough	3
cutting edge	9
daily grind	8
damn by association	5
damn right	10
damn straight	9
damn the torpedoes	7
damn with faint praise	6
damned if one does and damned if one doesn't	8
damp squib	4
dance attendance	5
dance of the seven veils	3
dance on nothing	2
dance on someone's grave	6
dance with the devil	8
Daniel come to judgement	2
dark cloud	7
dark horse	8
darken a church door	4
darken someone's door	4
darn tootin'	6
dash off	9
dash someone's hopes	7
date with destiny	6
daughter of Eve	3
Davy Jones's locker	5
dawn of a new day	8
dawn on	8
day after day	10
day and age	9
day in, day out	9
day lark	2
day of days	5
day or night	10
day out	9
daylight robbery	8
days of yore	6
dead 'n' buried	8
dead air	7
dead and buried	9
dead asleep	9
dead cat bounce	4
dead center	7
dead duck	7
dead end	10
dead fish	3
dead giveaway	8
dead heat	7
dead horse	8
dead inside	6
dead last	9
dead loss	7
dead meat	8
dead men's shoes	5
dead of night	9
dead of winter	8
dead on	9
dead ringer	7
dead soldier	2
dead to rights	8
dead tree edition	2
deadbeat dad	9
deadstick landing	4
deafening silence	8
deal a bad hand	7
deal a good hand	7
deal a hand	6
death by a thousand paper cuts	6
death warmed up	5
deathbed conversion	7
debris field	5
December bride	3
decimal dozen	2
deep cut	5
deep dive	8
deep down	9
deep end	9
deep pockets	8
deep six	7
deep thinker	8
deep water	9
deep-dive	7
deer in the headlights	10
Delhi belly	5
delight in	9
deliver the goods	9
deliver the message to Garcia	2
deliver up to	6
den of iniquity	7
depart with	8
Derangement Syndrome	4
desk jockey	6
detective work	9
devil dancing	3
devil in disguise	9
devil lies in the details	10
devil's advocate	10
devil's luck	7
dial back	8
dig out of a hole	7
dig up	9
dig up dirt	8
dim and distant	6
dime's worth	5
diminishing returns	7
dine on ashes	2
dip a toe into	7
dip into	8
dip one's toe in	7
dip one's wick	2
dip out	6
diplomatic flu	4
dirt file	3
dirt-poor	8
dirty laundry	9
dirty look	10
dirty money	9
dirty word	8
dirty work	9
Disgusted of Tunbridge Wells	2
dish the dirt	7
dishpan hands	5
dismal science	3
dive in	9
do a bunk	6
do a slow burn	7
do away with	9
do by halves	6
do cartwheels	8
do down	5
do drugs	10
do exactly what it says on the tin	8
do ill	4
do it tough	7
do justice	9
do me a favour	10
do me a lemon	2
do one's business	8
do one's damnedest	7
do one's darnedest	7
do one's own thing	9
do one's utmost	8
do porridge	5
do right by	8
do somebody wrong	10
do someone like that	3
do someone one better	7
do someone proud	8
do someone's head in	6
do the dash	4
do the decent thing	9
do the dirty on	6
do the honors	9
do the math	10
do the talking	9
do up	8
do well by doing good	7
do well for oneself	9
do what	3
do with mirrors	5
do-or-die	8
doctors make the worst patients	9
dodge a bullet	9
does the Pope shit in the woods	2
does the Pope wear a funny hat	4
dog and cat	6
dog and pony show	7
dog around	6
dog in the hunt	5
dog in the manger	6
dog my cats	2
dog that caught the car	5
dog who caught the tire	3
dog-tired	8
dog's breakfast	5
dog's chance	6
dog's life	8
doggonit	7
dole out	9
dollar-sign eyes	4
don't call me sir, I work for a living	6
don't call us, we'll call you	8
don't drop the soap	6
don't get someone started	8
don't give up your day job	9
don't go there	9
don't hold your breath	10
don't knock yourself out	8
don't let the door hit you on the way out	9
don't shit where you eat	8
don't sweat it	10
don't tell me	9
done and dusted	9
done deal	10
donkey work	7
donkey's ears	5
donkey's years	7
doomed if you do, doomed if you don't	9
dope sheet	3
dormitive principle	1
dormitive virtue	1
dot the i's and cross the t's	9
double back	7
double booked	8
double Dutch	6
double over	8
double taker	3
double tap	6
double-tongued	5
dough-faced	2
dowdy up	1
down and out	9
down at heel	4
down but not out	8
down cellar	5
down for the count	8
down in the dumps	10
down in the mouth	7
down on one's luck	9
down on one's uppers	3
down the cludgie	1
down the drain	9
down the khazi	2
down the line	8
down the pan	4
down the road	8
down the road, not across the street	6
down the toilet	9
down the track	6
down the tubes	7
down to a fine art	8
down to the short strokes	3
down to the wire	8
down tools	6
down under	10
down with the kids	4
down-and-outer	3
down-to-earth	9
drag on	7
drag one's feet	9
drag through the mud	8
drain the python	1
drain the snake	1
drama king	7
drama queen	10
draw a blank	9
draw a line	9
draw a long bow	6
draw a straight furrow	4
draw even	7
draw fire	7
draw in	8
draw off	6
draw one's last breath	9
draw stumps	4
draw the line	10
draw the long bow	6
draw the short straw	8
drawing card	5
dress down	8
dress to kill	7
dressed to kill	9
dressed to the nines	7
dressing-down	6
dried-fish woman	2
drift apart	8
drift off	9
drill down	5
drink from a firehose	6
drink with the flies	3
drinking hole	6
drive a coach and horses through	4
drive a stake through its heart	7
drive a wedge	7
drive away	9
drive off	9
drive out	8
drive someone crazy	9
drive someone up the wall	8
drive the porcelain bus	1
drive-by media	3
drool bucket	1
drop a bollock	2
drop a bomb	7
drop a bombshell	8
drop a brick	5
drop a dime	6
drop a hint	9
drop a log	4
drop in	10
drop in the bucket	9
drop in the ocean	9
drop in the pond	7
drop in the sea	8
drop off	10
drop off the hooks	3
drop off the radar	8
drop out	10
drop someone a line	9
drop the ball	9
drop the bomb	8
drop the f-bomb	10
drop the gloves	7
drop the mic	9
drop the topic	8
drop the writ	2
drop trow	3
drown out	9
drown the miller	1
drug of choice	8
drug on the market	5
drum up	6
dry behind the ears	4
dry eye	7
dry one's eyes	8
dry out	9
dry run	8
dry up and blow away	6
duck down	9
duck out	6
duck soup	4
ducks and drakes	3
due course	8
dumb as a post	7
dumb down	6
dumb luck	7
dumb shit	5
dummy run	5
dummy spit	2
dump one's load	5
Dunkirk spirit	4
durance vile	2
dust mouse	1
dust off a batter	3
dust settles	7
dusty miller	2
Dutch courage	6
Dutch reckoning	3
duty calls	9
dwarf standing on the shoulders of giants	3
dyed in the wool	7
dyed-in-the-wool	7
dying breed	8
dying quail	2
dynamite charge	6
E ticket	4
e-thumb	1
E=mc²	10
eager beaver	9
eagle eye	9
eagle out	2
eagle up	1
ear to the ground	8
ear tunnel	4
ear-piercing	7
early bath	6
early bird	10
earn one's crust	7
earn one's keep	9
ears are burning	8
easier said than done	10
easy come, easy go	9
easy does it	8
easy on the eye	7
easy on the eyes	8
easy pickings	6
easy street	8
eat an elephant one bite at a time	9
eat and leave no crumbs	4
eat crow	7
eat dirt	6
eat for two	9
eat humble pie	7
eat it	6
eat my shorts	5
eat one's cake and have it too	8
eat one's feelings	2
eat one's gun	7
eat one's hat	6
eat one's head off	3
eat one's heart out	7
eat one's own	2
eat one's own dog food	6
eat one's seed corn	2
eat one's Wheaties	5
eat one's young	4
eat out of someone's hand	8
eat shit	9
eat someone out of house and home	7
eat someone's dust	8
eat someone's lunch	7
eat the mic	4
eat the rich	6
eat up with a spoon	5
eat, breathe, and sleep	9
economical with the truth	8
edge of the earth	10
edge of the world	10
edge out	9
effluxion of time	1
egg on	7
elbow grease	8
elbow mentality	2
electronic superhighway	6
element of surprise	9
elephant in the room	10
eleventh hour	9
Elvis has left the building	8
Elysian Fields	4
embarrassment of riches	7
éminence grise	3
emotional cripple	5
emperor's new clothes	10
empty the clip	6
empty the tank	7
end in smoke	8
end of	10
end of the line	9
end of the world	10
enough to choke a horse	6
enough to go around	8
enough to make a cat laugh	4
enough to make the angels weep	5
enter on the boards	2
err on the side of	7
err on the side of caution	8
escape fire	5
esprit de corps	4
eternal sleep	8
eternal triangle	6
eureka moment	7
Evel Knievel	6
even keel	8
even money	7
even the score	9
ever after	10
everlasting staircase	3
every bit	9
every inch	9
every last	8
every man Jack	6
every old nook and cranny	7
every time	10
every which where	7
every woman Jill	5
everybody and his cousin	7
everybody and his mother	9
everybody and their brother	9
everybody and their dog	9
everybody who is anybody	8
everyone and his brother	8
everyone and his mother	8
everyone and their brother	9
everyone and their mother	9
everything and the kitchen sink	9
everything but the kitchen sink	9
everything in the garden is rosy	8
everything one touches turns to gold	9
everything one touches turns to shit	8
evil twin	6
excess baggage	8
exchange contracts	5
exchange flesh	2
exchange of contracts	5
execution-style	7
exit stage left	8
expose oneself	9
express elevator	7
extra pair of hands	9
extract the urine	1
eye for an eye	10
eye of the beholder	9
eye of the storm	8
eye sex	4
eye up	6
eye-opener	8
eyeblink	6
eyes on the prize	9
face down	8
face facts	10
face like the back end of a bus	2
face that would stop a clock	4
face the music	9
face value	8
faceless bureaucrat	7
fact is	10
factor in	8
factor space	3
facts on the ground	6
fade out	8
fail at life	5
fail upwards	6
fair enough	10
fair game	8
fair sex	5
fair shake	7
fair share	9
fair to middling	6
fair weather fan	8
fair-haired boy	5
fair-weather friend	8
fall apart	10
fall around	2
fall asleep	10
fall at the last hurdle	7
fall behind	10
fall between the cracks	9
fall between two stools	6
fall by the wayside	8
fall for	10
fall foul	4
fall from grace	9
fall in line	10
fall into	10
fall into a trap	10
fall into one's lap	9
fall into place	10
fall into the wrong hands	10
fall off a truck	3
fall off the back of a lorry	3
fall off the back of a truck	4
fall off the turnip truck	2
fall off the wagon	8
fall on one's face	7
fall on one's sword	6
fall on someone's neck	2
fall out	6
fall out of the ugly tree and hit every branch	4
fall over	9
fall seven times, stand up eight	3
fall short	8
fall through	7
fall through the cracks	6
fall victim	7
falling out	7
false alarm	10
false light	5
false note	6
family jewels	9
fan dance	3
fan the flames	8
fancy one's chances	6
far and away	8
far be it	5
far cry	8
far post	4
fare thee well	5
farm nigger	1
farm out	7
farmer's tan	6
fart fan	1
fart in a windstorm	2
fash one's thumb	1
fashionably late	9
fast and furious	9
fast asleep	10
fat chance	9
fat finger	6
fat lip	8
fat lot of good	6
fat of the land	8
Faustian bargain	5
Faustian deal	4
Faustian dilemma	5
faux queen	2
feast or famine	7
feather in one's cap	7
feather one's nest	6
feathered friend	7
feathered oof-bird	1
featherless biped	3
fed up	10
fee simple absolute in possession	2
feed off	7
feed the dragon	4
feed the fire	8
feed two birds with one scone	3
feeding frenzy	7
feel for	9
feel free	10
feel one's way	8
feel out	7
feel the pinch	9
feel up	6
feet first	8
feet of clay	5
fence in	7
fence the tables	2
fence-sit	5
fencepost problem	3
fend and prove	1
fend away	4
fetch a compass	2
fetch and carry	6
fetch way	1
fever pitch	7
few and far between	8
few cards shy of a full deck	7
few sandwiches short of a picnic	6
fiddle while Rome burns	8
field day	9
fifth wheel	7
fifth-rate	4
fifty-cent tour	5
fight a losing battle	9
fight fire with fire	10
fight fires	8
fight for one's life	10
fight one's corner	6
fight shy of	6
fighting chance	8
fighting spirit	9
file away	8
file off the serial numbers	3
fill in	10
fill in the blank	10
fill one's boots	6
fill one's face	7
fill one's hand	4
fill someone's shoes	8
fill the bill	6
fill up	9
filter down	7
filter up	5
filthy lucre	3
filthy rich	9
final cut	6
final nail in the coffin	8
final say	9
find another gear	7
find fault	8
find it in one's heart	7
find one's ass with both hands and a flashlight	2
find one's feet	8
find one's place	8
find one's tongue	6
find one's voice	8
find oneself	8
find out	10
find the net	3
finders, keepers	8
finders, keepers; losers, weepers	7
fine feathers make fine birds	5
fine line	8
fine print	9
fine-feathered friend	2
finer things	7
finest hour	6
finger in the pie	6
finger to the wind	4
fire drill	9
fire hose	7
fire in anger	5
fire in the belly	7
fire on all cylinders	8
fire sale	9
fire the starting gun	5
fire-breathing	6
firing line	7
firm up	9
first among equals	6
first and last	7
first annual	9
first come, first served	10
first loser	3
first love	10
first of all	10
first of never	2
first off	8
first port of call	7
first up	9
first-mover disadvantage	4
first-rate	10
fish in troubled waters	6
fish or cut bait	5
fish out	8
fish out of water	10
fish scale	1
fish to fry	8
fish-eating grin	3
fishing expedition	6
fishscale	2
fist magnet	4
fit for a king	10
fit out	7
fit the bill	10
fit to be tied	9
fit to wake the dead	8
fits and starts	8
five will get you ten	5
fix someone's wagon	6
flag down	10
flame up	6
flannelled fool	3
flap one's gums	6
flash back	9
flat chat	4
flat on one's back	9
flat out	10
flat strap	1
flatten out	7
flavor of the week	8
flea in one's ear	6
flesh one's maiden sword	1
flesh out	8
flight of fancy	6
flip one's lid	8
flip one's wig	7
flip out	9
flip shit	8
flip the bird	9
flip-flop	10
flog a dead horse	9
flog a dead pony	6
flog the dolphin	2
flog the log	3
flood the zone	5
floor it	9
floor one could eat off	10
floppy infant syndrome	1
flower of the flock	3
flunk out	8
flush out	6
flutter in the dovecote	2
flutter the dovecote	2
fly blind	6
fly by	7
fly by the seat of one's pants	8
fly in the face of	7
fly in the ointment	6
fly low	7
fly off	9
fly off at a tangent	5
fly off the shelves	8
fly on the wall	9
fly out of the traps	4
fly the coop	8
fly the flag	8
fly too close to the sun	7
fly under the radar	7
fly-by-night	5
flying start	8
flying visit	7
fogged out	3
fold like a cheap suit	6
fold one's tent	5
fold up	6
folk devil	2
follow someone off a cliff	6
follow suit	9
follow the crowd	9
follow through	8
follow to the grave	4
food baby	5
food chain	10
food for thought	9
fool around	9
fool away	4
fool's bargain	6
fool's errand	8
fool's paradise	6
foot the bill	10
foot voting	2
foot-in-mouth disease	5
footgun	1
for a change	9
for a fact	10
for a song	7
for all one is worth	8
for all the world	7
for all the world to see	9
for beans	4
for chrissake	6
for crying out loud	10
for England	3
for fuck's sake	10
for fudge's sake	4
for good	10
for good and all	8
for good measure	8
for goodness' sake	10
for goodness' sakes	3
for grins	5
for heaven's sake	10
for keeps	9
for mercy's sake	7
for my money	8
for old times' sake	10
for once	10
for one's life	6
for one's particular	2
for Pete's sake	9
for pity's sake	8
for real and for true	6
for reasons	9
for shits and giggles	7
for show	9
for that matter	8
for the ages	7
for the asking	7
for the birds	6
for the book	2
for the hell of it	8
for the love of	9
for the love of me	6
for the most part	10
for the nonce	3
for the plot	1
for the time being	10
for this once	7
for two pins	2
for XYZ reasons	5
forbidden fruit	10
force down someone's throat	8
force of habit	10
force someone's hand	8
forever and a day	9
forget oneself	6
forget to take one's medication this morning	4
forget you	2
forgive and forget	10
forgive but don't forget	9
fork off	4
fork over	8
forked tongue	6
Fort Knox	9
forty minutes of hell	5
forty winks	7
forward-leaning	6
foul up	8
fountain of youth	9
Four Horsemen of the Apocalypse	8
four score and seven years ago	10
four sheets to the wind	7
four-eyes	6
four-leaf clover	9
four-minute warning	6
four-on-the-floor	4
fourscore	6
fourth estate	7
fourth gear	9
fourth wall	6
fourth-rate	5
fox in the henhouse	8
fox sleep	2
fox's socks	1
freak flag	4
free hand	7
free lunch	10
free ride	9
freeze out	6
freezing cold	10
French leave	5
fresh legs	7
fresh off the boat	8
fresh out of	9
fresh start	10
fresh-faced	7
fret the gizzard	3
friend of Bill W.	3
friend with benefits	8
friends in high places	9
friends in low places	7
friendship with benefits	6
frig it	5
frog in one's throat	8
from a mile away	9
from A to izzard	2
from A to Z	10
from can see to can't see	1
from central casting	6
from cover to cover	9
from here to Sunday	7
from home	9
from hunger	7
from my cold, dead hands	8
from pillar to post	8
from post to pillar	7
from scratch	10
from soup to nuts	8
from stem to stern	6
from the cradle to the grave	9
from the Department of the Bleeding Obvious	3
from the East German judge	2
from the get-go	7
from the ground up	8
from the rooter to the tooter	3
from the word go	7
from time to time	10
from womb to tomb	6
front and center	9
front of mind	7
front runner	8
frown at	9
fruit of one's loins	7
fruit of the poisonous tree	5
fruit of the union	4
fruit up	2
fry up	6
fuck if I know	7
fuck it	10
fuck knows	6
fuck off	10
fuck someone's brains out	9
fuck with	9
fuck y'all	8
fuck you	10
fuck's sake	8
fucked by the fickle finger of fate	4
fucked off	8
fucked over	9
fucked up	10
fucking hell	9
fudge factor	5
fudge the issue	7
full blast	9
full butt	2
full circle	10
full marks	9
full of beans	7
full of hot air	9
full of it	10
full of oneself	9
full of piss and vinegar	6
full speed ahead	10
full tilt	8
full tilt boogie	5
full to the gills	7
full whack	4
full-fledged	8
full-stretch	6
fully rigged	5
fun and games	10
funny bone	10
funny man	9
funny stuff	8
gag a dog off a gut wagon	1
gagging for it	6
gain time	7
gall and wormwood	2
gallows humor	6
game face	8
game out	5
game plan	9
game, set, match	7
gandy dancer	1
gang up	7
gang up on	7
gapers' block	3
garden variety	6
Gary Glitter	4
gather rosebuds	5
gather way	2
gavel to order	7
gear up	8
gender bender	6
genderfuck	4
genderfucker	3
genetic lottery	7
genie is out of the bottle	6
gentle as a lamb	9
gentle giant	9
gentle sex	3
German goiter	1
German virgin	2
get a charge out of	7
get a clue	8
get a fix	6
get a grip	9
get a kick out of	8
get a leg up	7
get a life	10
get a move on	9
get a pair	5
get a rise out of	7
get a room	8
get a wiggle on	6
get a wriggle on	6
get ahead of oneself	8
get along	10
get amongst it	5
get away with	9
get away with murder	9
get back at	9
get back on the horse that bucked one	6
get bent	7
get bent out of shape	8
get better	10
get blood out of a stone	8
get by	9
get changed	9
get down to bedrock	4
get down to brass tacks	7
get down to business	9
get down to cases	6
get even	9
get fresh	8
get grey hair from	9
get high	10
get in	6
get in the boat and row	2
get ink	1
get into one's stride	7
get into someone's pants	8
get into the act	7
get into the wrong hands	9
get into trouble	10
get it	10
get it how one lives	3
get it on	6
get late	1
get lost	10
get moving	9
get off lightly	8
get off one's chest	8
get off one's high horse	8
get off the ground	8
get off the mark	7
get on someone's grill	4
get on someone's nerves	10
get on the end of	2
get on the stick	4
get one's act together	9
get one's ass in gear	8
get one's bowels in an uproar	3
get one's butt somewhere	7
get one's claws into	6
get one's claws out	7
get one's clock cleaned	5
get one's feet wet	9
get one's fill	8
get one's finger out	6
get one's fingers burnt	7
get one's foot in the door	9
get one's freak on	6
get one's fuck on	5
get one's hands dirty	9
get one's head straight	8
get one's hopes up	10
get one's juices flowing	8
get one's kicks	9
get one's knickers in a knot	7
get one's knickers in a twist	6
get one's marching orders	9
get one's monkey up	2
get one's panties in a bunch	7
get one's panties in a pretzel	3
get one's panties in a wad	6
get one's shine box	1
get one's shirt out	2
get one's shorts in a knot	4
get one's skates on	8
get one's tits in a wringer	2
get one's undies in a bundle	5
get one's way	10
get one's wires crossed	9
get oneself together	10
get out of bed on the wrong side	10
get out of Dodge	8
get out of here	9
get out of jail free card	8
get out of my face	8
get out of someone's hair	8
get out the vote	7
get out while the getting's good	6
get outta here	9
get over	10
get rid of	10
get some air	9
get someone's back up	7
get someone's dander up	5
get someone's goat	6
get something over with	8
get started	10
get straight	7
get stuck in	6
get stuck into	5
get taken in	7
get the ball rolling	9
get the better of	8
get the boot	7
get the chop	6
get the dirty water off one's chest	2
get the door	4
get the drawers	1
get the drift	7
get the goods on	5
get the lead out	6
get the nod	7
get the point	10
get the sack	8
get the show on the road	8
get the wind up	4
get the word out	9
get thee behind me	3
get there	10
get through one's head	8
get to first base	6
get to grips with	7
get to the bottom of	9
get to the fireworks factory	1
get to the point	10
get together	10
get under someone's skin	8
get underneath someone's skin	7
get up on the wrong side of the bed	9
get up the yard	2
get up with the chickens	6
get well	10
get wet	10
get what one asked for	8
get what's coming to one	7
get wind	5
get wind in one's jaws	1
get wind of	6
get with the program	8
get with the times	7
get-rich-quick	8
ghetto bird	3
ghetto lottery	2
ghost at the feast	4
ghost from one's past	7
ghost home	3
gift from above	8
gift horse	9
gift of the gab	8
gift that keeps on giving	9
gild the lily	6
gimme a five	7
ginger	10
ginger knob	2
ginger up	5
gird up one's loins	6
girly	10
give a damn	10
give a fuck	10
give a good account of oneself	8
give a hang	6
give a hoot	8
give a light	2
give a monkey's	1
give a rat's arse	3
give a rip	6
give a sneck posset	1
give and take	9
give as good as one gets	7
give away the store	5
give back	10
give birth	10
give chase	9
give curry	1
give dome	1
give ear	4
give face	3
give head	8
give heed	6
give in	10
give it one's best shot	9
give it the gun	2
give notice	8
give one's all	9
give one's head a shake	5
give oneself airs	6
give out	7
give pause	7
give someone a bloody nose	8
give someone a break	10
give someone a hand	10
give someone a hard time	10
give someone a piece of one's mind	9
give someone a ring	10
give someone a shout	8
give someone a speaking to	7
give someone an earful	9
give someone an inch and someone will take a mile	10
give someone enough rope	8
give someone grey hair	9
give someone grief	9
give someone Hail Columbia	2
give someone his head	5
give someone line	3
give someone something to think about	8
give someone the bag	2
give someone the boot	9
give someone the brush-off	7
give someone the business	6
give someone the chair	4
give someone the cold shoulder	10
give someone the creeps	10
give someone the eye	8
give someone the heave-ho	6
give someone the old heave-ho	5
give someone the runaround	9
give someone the slip	8
give someone their cards	4
give someone time	10
give someone to understand	6
give someone what for	7
give someone what-for	7
give someone wood	1
give something a go	7
give something a miss	6
give something a try	10
give something a whirl	6
give the devil his due	7
give the elbow	3
give the game away	7
give the lie	5
give the lie to	4
give the royal treatment	9
give the sack	8
give the time of day	5
give up the ghost	8
give weight	6
give what for	4
glad tidings	6
glass ceiling	9
glass-half-empty	10
glass-half-full	10
glory be	6
gloss	7
gloss over	8
glutton for punishment	9
gnaw someone's vitals	2
go a long way	10
go against the grain	9
go all around the Wrekin	1
go all out	10
go all the way	10
go along for the ride	9
go along to get along	8
go along with	10
go along with the gag	5
go around the houses	3
go at a good clip	7
go back in time	10
go back to the drawing board	10
go ballistic	10
go bananas	10
go batshit	7
go begging	8
go berserk	9
go by the board	5
go by the wayside	7
go climb a tree	6
go commando	8
go down in flames	9
go down on	6
go down that road	8
go down the drain	9
go down the khazi	3
go down the pan	4
go down the road	7
go down the toilet	10
go down the tubes	9
go down the wrong way	8
go downhill	10
go downtown	10
go Dutch	9
go far	9
go fish	10
go fly a kite	8
go for a song	6
go for broke	8
go for it	10
go for the gold	9
go for the throat	7
go from strength to strength	8
go from zero to hero	9
go Galt	2
go great guns	5
go halfsies	6
go halves	7
go hang	4
go horribly right	3
go in one ear and out the other	9
go in the out door	1
go in with	7
go into one's shell	8
go jump in the lake	6
go jump off a building	2
go left	8
go moggy	1
go native	5
go nowhere	9
go nowhere fast	8
go off	9
go off at score	1
go off half-cocked	6
go off the boil	4
go on the mitch	1
go one's own way	9
go out	10
go out of one's way	9
go out on a limb	8
go out with a bang	8
go out with the ark	3
go over	9
go over someone's head	8
go over to the majority	3
go overboard	8
go pear-shaped	6
go places	8
go play in the traffic	5
go public	9
go rogue	7
go round in circles	9
go shit yourself	6
go snake	2
go so far as	6
go soak your head	4
go south	8
go straight	9
go the distance	8
go the extra mile	9
go the way of	7
go the way of the dinosaurs	9
go the way of the dodo	8
go the way of the dodo bird	8
go their separate ways	9
go through hell	9
go through the gears	7
go through the mill	8
go through the motions	9
go through with	8
go to	10
go to bat	8
go to Canossa	2
go to great lengths	9
go to ground	7
go to Prestwich	1
go to sea	8
go to seed	6
go to sleep	10
go to someone's head	9
go to the bow-wows	3
go to the dogs	8
go to the ends of the earth	9
go to the mat	7
go to the mattresses	2
go to the polls	9
go to the scaffold	4
go to the wall	6
go to the well	5
go to town	8
go to town on	7
go to work	10
go together	10
go too far	10
go towards	10
go tutti-frutti	3
go under	9
go up in flames	8
go up in smoke	9
go walking	7
go wild	9
go with	10
go with one's gut	8
go with the flow	10
go with the wind	4
go without	8
go without saying	9
go wrong	10
go-getter	7
God forbid	9
God forfend	2
God is in the detail	6
god that failed	4
God's gift to men	8
God's gift to women	8
God's green earth	7
God's honest truth	9
God's work	7
going away	9
going rate	8
gold in them thar hills	5
gold mine	9
golden age	8
golden duck	3
golden goose	7
golden handcuffs	5
golden handshake	6
golden hello	4
golden opportunity	9
golden parachute	6
golden rule	10
golden shower	2
golden ticket	8
golden touch	7
golden years	8
golf widow	6
gone case	7
gone fishing	9
gone north about	1
gone with the wind	9
good and	10
good books	9
good deal	10
good doctor	8
good doctors	1
good drunk	2
good egg	6
good enough for government work	7
good enough for jazz	3
good enough to eat	8
good God	9
good graces	5
good gracious	7
good head on one's shoulders	9
good job	10
good life	10
good looker	7
good old days	10
good run	8
Good Samaritan	10
good sense	9
good turn	7
good value	9
good voice to beg bacon	2
good-for-nothing	7
good-hearted	9
goodness gracious	8
goodness gracious me	7
goodness me	8
goodnight Irene	5
goon squad	6
goose is cooked	7
gooseberry eye	2
gooseberry season	3
gorilla in the room	8
got it going on	8
gouty-handed	1
grab and go	9
grab by the lapels	6
grab the bull by the horns	9
grab the popcorn	7
grain of truth	9
grammar Nazi	8
grammar police	8
grand poobah	2
grand scheme	7
grand total	9
grandstand play	6
granny dumping	3
granny-bashing	4
grasp at straws	8
grasp the nettle	5
grass tops	2
grasstops	3
gravity's pull	7
gravy train	8
gray hat	4
grease monkey	7
grease payment	6
grease someone's palm	8
grease the skids	6
grease the wheels	8
greasy spoon	7
great balls of fire	9
great beyond	2
great deal	10
great job	10
great unwashed	5
greatest thing since sliced bread	8
Greek calends	1
green about the gills	6
green as grass	9
green fingers	7
green handshake	1
green indigo	1
green light	10
green state	3
green thumb	8
green with envy	10
greener pastures	9
grey area	9
grey cells	4
grey matter	7
grey power	6
grind down	6
grind the corn	2
grist for the mill	5
grist to the mill	6
grit one's teeth	9
ground ball with eyes	1
ground rule	7
ground-breaking	8
grow a pair	7
grow a set	7
grow a tail	4
grow apart	9
grow cold	6
grow on	8
grow out of	9
grow some balls	6
grow up	10
gruesome twosome	5
grunt level	4
grunt work	8
guess what	10
guilt trip	8
guilty pleasure	9
gum up	6
gun jumping	5
gunboat diplomacy	4
gunner's daughter	2
guns blazing	7
gut check	6
gut factor	4
gut feeling	10
gut reaction	9
gut-wrenched	5
gutless wonder	7
hack it	8
had better	10
hair of the dog	6
hair out of place	9
hair-on-fire	7
hair-splitting	6
hair-splittingly	2
hair's breadth	5
hairy molly	1
halcyon days	6
hale and hearty	8
half a mind	9
half joke	7
half murder	2
half-naked	9
halfway decent	8
ham it up	7
hammer and tongs	6
hammer home	8
hammer-headed	4
hamster wheel	7
hand down	9
hand in glove	6
hand in one's dinner pail	3
hand it to someone	9
hand off	8
hand over	9
hand over fist	7
hand over hand	6
hand over head	4
hand someone his hat	3
hand someone his head	2
hand someone their cards	5
hand to God	7
hand to mouth	8
hand waving	6
hand-in-glove	5
hand-sitter	1
hand-to-mouth	8
handbags at dawn	5
handle oneself	8
handle with kid gloves	7
hands down	9
hands up	10
handwriting on the wall	9
hang a leg	2
hang a Louie	2
hang a Ralph	1
hang a uey	3
hang an arse	1
hang around	9
hang by a thread	7
hang heavy	6
hang in	8
hang in the balance	7
hang low	6
hang on	10
hang on every word	8
hang one's hat	5
hang out	10
hang out one's shingle	4
hang out to dry	7
hang over one's head	8
hang the moon	5
hang together	7
hang tough	9
hang up	10
hang up one's boots	7
hang up one's fiddle	5
hang up one's hat	7
hang upon	4
hangar queen	2
hanging offence	5
happen along	8
happily ever after	10
happy as a pig in mud	8
happy as a pig in shit	6
happy chappy	6
happy landings	7
happy medium	9
happy place	9
hard as nails	10
hard cheese	5
hard done by	7
hard feelings	9
hard nut to crack	9
hard of hearing	8
hard on the eyes	7
hard telling, not knowing	4
hard-and-fast	7
hard-nosed	8
hard-pressed	8
harden someone's heart	6
hardy perennial	5
Haroun	2
haroun	1
harp on one string	6
harp on the same string	7
has left the building	9
hash out	7
hash slinger	3
hat hair	7
hat in hand	7
hatchet man	6
hate someone's guts	9
hats off	9
